Property Type,Property Use,Land Use,Beds,Baths,Rooms Count,Units Count,Stories,Building Size (sqft),Lot Size (sqft),Year Built,Years Owned,Pool,Pool Area,Garage,Basement,Deck,Deck Area,Patio,Patio Area,Air Conditioning,Roof Construction,Roof Material,Estimated Value,Assessed Value,Assessed Land Value,Assessed Improvement Value,Price Per Sqft,Last Sale Date,Last Sale Amount,Last Sale Arms Length,Prior Sale Amount,Recording Date,Document Type,Last Update Date,Cash Buyer,Investor Buyer,Flood Zone
SFR,Single Family Residence,Residential,1.0,1.0,3,0,1.0,1013.0,2730,1920.0,6.0,No,0,No,No,No,0,No,0,No,,,460000,276709,83662,193047,0,2019-02-11,0,No,0.0,2019-02-11,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,2.0,7,0,2.0,1710.0,5412,1939.0,4.0,No,0,No,No,No,0,No,0,No,,,1316000,1064241,283933,780308,0,2020-09-21,0,No,0.0,2020-09-21,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,3.0,8,0,1.0,2788.0,60273,1956.0,,No,0,No,No,No,0,No,0,No,,,1488000,721460,216438,505022,0,1989-09-19,0,Yes,0.0,1989-09-19,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1164.0,5400,1940.0,8.0,No,0,No,No,No,0,No,0,No,,,464000,352720,105816,246904,266,2017-02-21,310000,Yes,113000.0,2017-02-21,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,2.0,5,0,1.0,1536.0,3240,1897.0,2.0,No,0,No,No,No,0,No,0,No,,,845000,99395,89979,9416,0,2023-04-21,0,No,0.0,2023-04-21,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,2.0,5,0,1.5,844.0,5400,1939.0,3.0,No,0,No,No,No,0,No,0,No,,,456000,372985,50395,322590,219,2021-11-10,185000,No,184000.0,2021-11-10,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,1.0,1122.0,2900,1920.0,24.0,No,0,No,No,No,0,No,0,No,,,462000,205328,61598,143730,124,2000-08-25,139000,No,139000.0,2000-08-25,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.5,887.0,2380,1926.0,2.0,No,0,No,No,No,0,No,0,No,,,400000,100971,30291,70680,0,2022-10-17,0,No,82000.0,2022-10-17,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1034.0,4292,1925.0,2.0,No,0,No,No,No,0,No,0,No,,,473000,319154,116056,203098,0,2023-03-14,0,No,275000.0,2023-03-14,Grant Deed,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,2.0,5,0,1.0,1261.0,3800,1923.0,3.0,No,0,No,No,No,0,No,0,No,,,676260,676260,202878,473382,515,2021-08-19,650000,Yes,0.0,2021-08-19,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,3.0,8,0,2.0,2996.0,31838,1994.0,1.0,No,0,No,No,No,0,No,0,No,,,1714000,775372,285361,490011,793,2024-04-12,2375000,Yes,0.0,2024-04-12,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,2.0,6,0,2.0,1864.0,6984,1924.0,15.0,No,0,No,No,No,0,No,0,No,,,1349000,766152,283476,482676,327,2009-12-18,610000,Yes,652500.0,2009-12-18,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,2.0,1770.0,3571,2021.0,3.0,No,0,No,No,No,0,No,0,No,,,1484650,1484650,445395,1039255,806,2021-08-27,1427000,Yes,,2021-08-27,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,3.0,7,0,2.5,2434.0,2782,2020.0,4.0,No,0,No,No,No,0,No,0,No,,,2356394,2356394,706918,1649476,0,2021-04-29,0,No,,2021-04-29,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,3.0,7,0,2.5,1928.0,2000,2017.0,5.0,No,0,No,No,No,0,No,0,No,,,1323617,1323617,397031,926586,641,2020-03-05,1235000,Yes,0.0,2020-03-05,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Single Family Residential Homes Used As Such,4.0,4.0,8,0,2.0,4397.0,23573,2023.0,1.0,No,0,No,No,No,0,No,0,No,,,3000000,3000000,900000,2100000,0,2023-12-20,0,No,3000000.0,2023-12-20,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Single Family Residential Homes Used As Such,3.0,2.0,6,0,2.0,1743.0,2240,2023.0,,No,0,No,No,No,0,No,0,No,,,1330000,1330000,399000,931000,0,,0,,,,,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,3.0,7,0,2.0,3300.0,63871,2008.0,4.0,No,0,No,No,No,0,No,0,No,,,1618980,1618980,485694,1133286,0,2021-05-18,0,No,1395000.0,2021-05-18,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,2.0,1820.0,3752,2002.0,16.0,No,0,No,No,No,0,No,0,No,,,627000,616273,184882,431391,0,2009-03-09,0,No,0.0,2009-03-09,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,839.0,3996,1941.0,12.0,No,0,No,No,No,0,No,0,No,,,521000,218949,65818,153131,0,2013-04-05,0,No,131500.0,2013-04-05,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,780.0,2111,1922.0,3.0,No,0,No,No,No,0,No,0,No,,,411000,370000,115000,255000,496,2022-02-15,387000,Yes,0.0,2022-02-15,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,2.0,1690.0,4160,2006.0,3.0,No,0,No,No,No,0,No,0,No,,,1757000,1141690,342507,799183,0,2022-03-02,0,No,950000.0,2022-03-02,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,3.0,5.0,9,0,3.5,4147.0,7973,2006.0,9.0,No,0,No,No,No,0,No,0,No,,,2702298,2702298,810689,1891609,573,2016-07-29,2375000,Yes,0.0,2016-07-29,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,5,0,1.0,864.0,6601,1891.0,0.0,No,0,No,No,No,0,No,0,No,,,499000,290629,92335,198294,536,2025-03-03,463181,Yes,0.0,2025-03-03,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,5.0,4.0,8,0,3.0,3269.0,5524,2017.0,8.0,No,0,No,No,No,0,No,0,No,,,2790000,2787634,836290,1951344,0,2017-04-14,0,No,2450000.0,2017-04-14,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,6.0,4.0,7,0,1.0,2278.0,95141,1959.0,1.0,No,0,No,No,No,0,No,0,No,,,1330151,1330151,507123,823028,0,2024-07-17,0,No,1000000.0,2024-07-17,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,5,0,1.0,1120.0,7080,1925.0,3.0,No,0,No,No,No,0,No,0,No,,,828000,820000,246000,574000,893,2022-06-16,1000000,Yes,,2022-06-16,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,5.0,3.0,8,0,3.5,3597.0,7744,2019.0,3.0,No,0,No,No,No,0,No,0,No,,,3615390,3615390,1084617,2530773,966,2021-10-29,3475000,Yes,440000.0,2021-10-29,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,2.0,1134.0,19061,1967.0,7.0,No,0,No,No,No,0,No,0,No,,,839000,103685,45951,57734,0,2017-12-14,0,No,0.0,2017-12-14,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,4.0,4.0,8,0,2.0,2748.0,22046,1956.0,13.0,No,0,No,No,No,0,No,0,No,,,1340000,940968,257194,683774,0,2012-01-12,0,No,,2012-01-12,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,3.0,3.0,7,0,4.0,1565.0,779,2015.0,1.0,No,0,No,No,No,0,No,0,No,,,1237161,1237161,371148,866013,783,2024-05-07,1225000,Yes,0.0,2024-05-07,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,,,0,0,,,10538,,,No,0,No,No,No,0,No,0,No,,,1224000,83625,83625,0,0,2000-06-30,0,Yes,625000.0,2000-06-30,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,2.0,4,0,1.0,584.0,5103,1910.0,4.0,No,0,No,No,No,0,No,0,No,,,936000,880795,264238,616557,1421,2020-10-30,830000,Yes,0.0,2020-10-30,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,2.0,4,0,1.0,924.0,2500,1988.0,9.0,No,0,No,No,No,0,No,0,No,,,736000,734474,415139,319335,823,2015-11-13,760000,Yes,,2015-11-13,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,,,0,0,,,380,,7.0,No,0,No,No,No,0,No,0,No,,,874000,0,0,0,0,2017-09-06,0,No,0.0,2017-09-06,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,5,0,1.0,1742.0,33182,1938.0,10.0,No,0,No,No,No,0,No,0,No,,,1319000,472591,176356,296235,0,2015-01-02,0,No,0.0,2015-01-02,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,3.0,7,0,1.0,1872.0,7622,1973.0,14.0,No,0,No,No,No,0,No,0,No,,,1790000,370702,85305,285397,0,2010-05-19,0,No,0.0,2010-08-25,Re-Recorded Document,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,1.0,1.0,4,0,1.0,1082.0,3947,1928.0,15.0,No,0,No,No,No,0,No,0,No,,,636000,357483,107181,250302,261,2010-06-10,282500,Yes,,2010-06-10,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,2.0,1196.0,2413,2000.0,25.0,No,0,No,No,No,0,No,0,No,,,593000,168605,52736,115869,94,2000-05-15,112000,Yes,,2000-05-15,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,2.0,1265.0,1714,2009.0,14.0,No,0,No,No,No,0,No,0,No,,,642000,345397,103619,241778,0,2010-08-11,0,No,275000.0,2010-08-11,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,4.0,4.0,8,0,1.0,3466.0,11350,2000.0,12.0,No,0,No,No,No,0,No,0,No,,,1279000,1063870,319161,744709,0,2013-03-04,0,No,810000.0,2013-03-04,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,2.0,1325.0,2213,2009.0,14.0,No,0,No,No,No,0,No,0,No,,,659000,345397,103619,241778,0,2010-08-11,0,No,275000.0,2010-08-11,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,5.0,3.0,11,0,2.5,5087.0,8507,2010.0,11.0,No,0,No,No,No,0,No,0,No,,,2626000,1908666,572600,1336066,312,2014-05-23,1588500,Yes,1525000.0,2014-05-23,Grant Deed,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,9,0,2.0,1799.0,3018,1908.0,4.0,No,0,No,No,No,0,No,0,No,,,1400000,1400000,420000,980000,820,2021-03-01,1475000,Yes,1150000.0,2021-03-01,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,,,0,0,,,1392,,11.0,No,0,No,No,No,0,No,0,No,,,1240000,54082,54082,0,0,2013-12-12,0,No,815000.0,2013-12-12,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,3.0,3.0,6,0,1.0,2316.0,6627,1970.0,7.0,No,0,No,No,No,0,No,0,No,,,1006000,904945,271483,633462,0,2017-09-15,0,No,689000.0,2017-09-15,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,935.0,2470,1935.0,17.0,No,0,No,No,No,0,No,0,No,,,720000,527948,158384,369564,439,2007-11-09,410000,Yes,0.0,2007-11-09,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,3.0,8,0,2.0,2519.0,9272,1923.0,8.0,No,0,No,No,No,0,No,0,No,,,1089000,966000,289800,676200,337,2016-11-16,849000,No,849000.0,2016-11-16,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,5,0,1.0,1000.0,3978,1944.0,15.0,No,0,No,No,No,0,No,0,No,,,502000,120215,36064,84151,95,2010-02-19,95000,Yes,424082.0,2010-02-19,Grant Deed,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,1031.0,5000,1927.0,12.0,No,0,No,No,No,0,No,0,No,,,657000,47112,27162,19950,0,2013-07-26,0,No,0.0,2013-07-26,Intrafamily Transfer,2025-07-16 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,4.0,2.0,8,0,1.5,2248.0,8500,1974.0,13.0,No,0,No,No,No,0,No,0,No,,,1180000,1170196,338075,832121,0,2012-06-28,0,No,825000.0,2012-06-28,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.5,942.0,4560,1912.0,2.0,No,0,No,No,No,0,No,0,No,,,479400,479400,143820,335580,499,2022-09-30,470000,Yes,0.0,2022-09-30,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,5,0,1.0,946.0,2673,1921.0,2.0,No,0,No,No,No,0,No,0,No,,,555900,555900,166770,389130,576,2022-08-12,545000,Yes,0.0,2022-08-12,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,7,0,2.0,1997.0,5000,1925.0,8.0,No,0,No,No,No,0,No,0,No,,,2104947,2104947,631484,1473463,926,2017-05-04,1850000,Yes,0.0,2017-05-04,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,8,0,1.0,2019.0,7650,1962.0,2.0,No,0,No,No,No,0,No,0,No,,,1326000,1326000,397800,928200,644,2023-05-19,1300000,Yes,0.0,2023-05-19,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,3.0,6,0,1.5,1863.0,6206,1946.0,12.0,No,0,No,No,No,0,No,0,No,,,1258000,943397,283019,660378,421,2013-07-19,785000,Yes,0.0,2013-07-19,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,1.0,1.0,4,0,1.0,776.0,5000,1921.0,9.0,No,0,No,No,No,0,No,0,No,,,386000,290140,87042,203098,322,2016-03-31,250000,Yes,142000.0,2016-03-31,Grant Deed,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,989.0,4500,1917.0,0.0,No,0,No,No,No,0,No,0,No,,,583000,244094,72324,171770,0,2025-04-17,0,No,162000.0,2025-04-17,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.5,993.0,3500,1925.0,5.0,No,0,No,No,No,0,No,0,No,,,621870,621870,186561,435309,584,2020-06-02,580000,Yes,162500.0,2020-06-02,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1947.0,4550,1912.0,28.0,No,0,No,No,No,0,No,0,No,,,943000,196388,58916,137472,63,1996-09-06,123000,Yes,0.0,1996-09-06,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,880.0,4800,1938.0,7.0,No,0,No,No,No,0,No,0,No,,,513130,513130,153939,359191,523,2018-03-09,460000,Yes,300000.0,2018-03-09,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,1.0,1316.0,4400,1923.0,4.0,No,0,No,No,No,0,No,0,No,,,633000,610190,183057,427133,437,2020-08-26,575000,Yes,0.0,2020-08-26,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,884.0,5676,1945.0,9.0,No,0,No,No,No,0,No,0,No,,,624000,284046,85214,198832,0,2016-03-23,0,No,225000.0,2016-03-23,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,1.0,1.0,4,0,1.0,722.0,4000,1926.0,5.0,No,0,No,No,No,0,No,0,No,,,330000,32450,16826,15624,436,2020-06-15,314462,Yes,0.0,2020-06-15,Trustees Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,4.0,11,0,3.0,3452.0,10032,1992.0,0.0,No,0,No,No,No,0,No,0,No,,,1715000,1005493,301648,703845,0,2024-11-06,0,No,0.0,2024-11-06,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,3.0,4.0,6,0,1.5,1690.0,6400,1946.0,2.0,No,0,No,No,No,0,No,0,No,,,962370,962370,288711,673659,0,2023-03-07,0,No,925000.0,2023-03-07,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1130.0,3800,1925.0,3.0,No,0,No,No,No,0,No,0,No,,,499000,167494,50248,117246,0,2022-02-28,0,No,107000.0,2022-02-28,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,8,0,1.5,2132.0,4332,1931.0,4.0,No,0,No,No,No,0,No,0,No,,,1111000,819615,204513,615102,0,2020-08-28,0,No,0.0,2020-08-28,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1062.0,3332,1922.0,2.0,No,0,No,No,No,0,No,0,No,,,1068000,492547,147764,344783,0,2022-10-10,0,No,0.0,2022-10-10,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1140.0,4400,1923.0,3.0,No,0,No,No,No,0,No,0,No,,,837000,795295,235714,559581,531,2005-06-09,605000,No,605000.0,2021-09-21,Correction Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,960.0,5250,1939.0,13.0,No,0,No,No,No,0,No,0,No,,,443000,114947,34484,80463,0,2011-11-03,0,No,85000.0,2011-11-03,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,6,0,1.0,1305.0,3900,1923.0,3.0,No,0,No,No,No,0,No,0,No,,,656000,262281,78684,183597,0,2021-09-27,0,No,0.0,2021-09-27,Affidavit Of Death,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,828.0,2825,1956.0,1.0,No,0,No,No,No,0,No,0,No,,,629000,418311,125493,292818,0,2024-06-27,0,No,0.0,2024-06-27,Quit Claim Deed,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,878.0,3280,1922.0,17.0,No,0,No,No,No,0,No,0,No,,,445000,202809,60778,142031,0,2008-04-28,0,Yes,0.0,2008-04-28,Grant Deed,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1562.0,5000,1923.0,12.0,No,0,No,No,No,0,No,0,No,,,1348000,712271,213681,498590,378,2012-10-23,590000,Yes,0.0,2012-10-23,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,890.0,4180,1949.0,28.0,No,0,No,No,No,0,No,0,No,,,454000,92605,27781,64824,65,1997-04-22,58000,No,0.0,1997-04-22,Individual Deed,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,624.0,2280,1924.0,1.0,No,0,No,No,No,0,No,0,No,,,367000,320000,96000,224000,0,2023-12-26,0,No,320000.0,2023-12-26,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,2.0,5,0,1.0,645.0,2500,1922.0,12.0,No,0,No,No,No,0,No,0,No,,,573000,245127,73538,171589,0,2012-08-07,0,No,200000.0,2012-08-07,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,3,0,1.0,743.0,3500,1926.0,14.0,No,0,No,No,No,0,No,0,No,,,376000,129366,38810,90556,139,2011-03-08,103000,Yes,85000.0,2011-03-08,Corporation Deed,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,1.0,2080.0,9960,1961.0,3.0,No,0,No,No,No,0,No,0,No,,,1144440,1144440,343332,801108,529,2021-12-27,1100000,Yes,682100.0,2021-12-27,Grant Deed,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,3.0,1.0,9,0,1.0,1407.0,3740,1921.0,11.0,No,0,No,No,No,0,No,0,No,,,555000,251197,75359,175838,0,2013-12-27,0,No,200000.0,2013-12-27,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1199.0,6125,1924.0,11.0,No,0,No,No,No,0,No,0,No,,,803000,711873,213562,498311,0,2013-11-22,0,No,542000.0,2013-11-22,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1052.0,4775,1910.0,1.0,No,0,No,No,No,0,No,0,No,,,680000,297375,89212,208163,0,2024-01-16,0,No,0.0,2024-01-16,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,984.0,5320,1939.0,11.0,No,0,No,No,No,0,No,0,No,,,432000,193485,58045,135440,164,2013-09-20,161000,Yes,0.0,2013-09-20,Grant Deed,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,3.0,2.0,5,0,2.0,1471.0,3312,1993.0,14.0,No,0,No,No,No,0,No,0,No,,,605000,200957,60287,140670,109,2011-02-18,160000,Yes,0.0,2011-02-18,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,1.0,1104.0,6393,1905.0,1.0,No,0,No,No,No,0,No,0,No,,,504000,153116,45935,107181,0,2023-10-05,0,No,0.0,2023-10-05,Intrafamily Transfer,2025-07-16 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.5,1285.0,3168,1925.0,7.0,No,0,No,No,No,0,No,0,No,,,549000,182857,54857,128000,0,2017-10-23,0,No,148500.0,2017-10-23,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,9,0,1.0,1612.0,48575,1955.0,6.0,No,0,No,No,No,0,No,0,No,,,1736000,1420310,426093,994217,0,2018-11-15,0,No,1103000.0,2018-11-15,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,6,0,1.0,1616.0,4000,1930.0,1.0,No,0,No,No,No,0,No,0,No,,,1220000,658782,197634,461148,774,2024-06-03,1250000,Yes,0.0,2024-06-03,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,8,0,1.5,1442.0,3500,1910.0,4.0,No,0,No,No,No,0,No,0,No,,,716310,716310,214893,501417,468,2021-01-05,675000,Yes,560000.0,2021-01-05,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Townhouse,Residential,2.0,2.0,4,0,3.0,1530.0,768,2005.0,19.0,No,0,No,No,No,0,No,0,No,,,773826,773826,232164,541662,378,2005-11-09,578000,Yes,,2005-11-09,Grant Deed,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,1.0,1669.0,5500,1961.0,9.0,No,0,No,No,No,0,No,0,No,,,916000,96389,27883,68506,0,2016-04-20,0,No,0.0,2016-04-20,Affidavit Of Death,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,5,0,1.0,861.0,2700,1912.0,11.0,No,0,No,No,No,0,No,0,No,,,502000,276408,82922,193486,267,2013-09-24,230000,Yes,80000.0,2013-09-24,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,6.0,3.0,12,0,2.0,3238.0,4400,1923.0,12.0,No,0,No,No,No,0,No,0,No,,,1711000,1043602,313080,730522,0,2013-03-13,0,No,0.0,2013-03-13,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,720.0,3500,1918.0,18.0,No,0,No,No,No,0,No,0,No,,,510920,510920,153276,357644,540,2006-10-12,389000,No,389000.0,2006-10-12,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,3.0,9,0,1.0,3712.0,54773,1966.0,6.0,No,0,No,No,No,0,No,0,No,,,3116000,2558188,754604,1803584,620,2019-04-19,2300000,Yes,0.0,2019-04-19,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,918.0,3876,1912.0,5.0,No,0,No,No,No,0,No,0,No,,,367000,132870,39861,93009,0,2019-11-25,0,No,0.0,2019-11-25,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
