Property Type,Property Use,Land Use,Beds,Baths,Rooms Count,Units Count,Stories,Building Size (sqft),Lot Size (sqft),Year Built,Years Owned,Pool,Pool Area,Garage,Basement,Deck,Deck Area,Patio,Patio Area,Air Conditioning,Roof Construction,Roof Material,Estimated Value,Assessed Value,Assessed Land Value,Assessed Improvement Value,Price Per Sqft,Last Sale Date,Last Sale Amount,Last Sale Arms Length,Prior Sale Amount,Recording Date,Document Type,Last Update Date,Cash Buyer,Investor Buyer,Flood Zone
SFR,Single Family Residence,Residential,5.0,3.0,10,0,2.0,2575.0,7952,1928.0,3.0,No,0,No,No,No,0,No,0,No,,,1896000,1100923,330277,770646,0,2021-09-23,0,No,0.0,2021-09-23,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,2.0,7,0,1.5,2115.0,7395,1937.0,10.0,No,0,No,No,No,0,No,0,No,,,1364000,1036860,311058,725802,416,2014-12-19,880000,Yes,0.0,2014-12-19,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,5,0,1.0,999.0,4050,1944.0,5.0,No,0,No,No,No,0,No,0,No,,,436000,304130,91239,212891,0,2020-07-29,0,No,0.0,2020-07-29,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,1143.0,4440,1925.0,1.0,No,0,No,No,No,0,No,0,No,,,425000,48554,27402,21152,0,2023-10-12,0,No,450000.0,2023-10-12,Deed,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1301.0,5000,1925.0,10.0,No,0,No,No,No,0,No,0,No,,,490000,257535,77260,180275,0,2014-11-17,0,No,0.0,2014-11-17,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1249.0,6004,1913.0,3.0,No,0,No,No,No,0,No,0,No,,,646000,48554,28844,19710,0,2022-01-03,0,No,0.0,2022-01-03,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,1.0,1.0,4,0,1.0,637.0,4104,1924.0,30.0,No,0,No,No,No,0,No,0,No,,,439000,238768,71630,167138,228,1995-06-27,145000,Yes,47500.0,1995-06-27,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,1.5,1728.0,7140,1973.0,3.0,No,0,No,No,No,0,No,0,No,,,1202992,1202992,360897,842095,0,2021-10-25,0,No,1100000.0,2021-10-25,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1073.0,4905,1918.0,8.0,No,0,No,No,No,0,No,0,No,,,735478,735478,220643,514835,0,2017-05-16,0,No,549000.0,2017-05-16,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,3.0,8,0,2.0,2855.0,14190,1953.0,2.0,No,0,No,No,No,0,No,0,No,,,1173000,577168,144292,432876,0,2023-07-25,0,No,0.0,2023-07-25,Affidavit Of Death,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1079.0,3600,1925.0,4.0,No,0,No,No,No,0,No,0,No,,,513000,504593,151378,353215,0,2021-07-23,0,No,485000.0,2021-07-23,Quit Claim Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.5,1088.0,4200,1923.0,,No,0,No,No,No,0,No,0,No,,,618000,221034,68962,152072,0,1990-07-09,0,Yes,0.0,1990-07-09,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,948.0,3597,1926.0,16.0,No,0,No,No,No,0,No,0,No,,,338000,104023,31207,72816,87,2008-12-31,82500,No,82500.0,2008-12-31,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Townhouse,Residential,3.0,3.0,0,0,,1636.0,2184,1977.0,6.0,No,0,No,No,No,0,No,0,No,,,844000,721795,216538,505257,403,2018-12-28,660000,Yes,0.0,2018-12-28,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,1.0,1291.0,3729,1908.0,17.0,No,0,No,No,No,0,No,0,No,,,762000,427663,125548,302115,252,2008-03-06,325000,Yes,0.0,2008-03-06,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,5,0,1.0,1408.0,5400,1941.0,23.0,No,0,No,No,No,0,No,0,No,,,454000,304761,91151,213610,44,2002-07-24,62500,No,0.0,2002-07-24,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1100.0,3500,1925.0,,No,0,No,No,No,0,No,0,No,,,505000,97496,50631,46865,0,1984-05-16,0,Yes,34500.0,1984-05-16,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,5,0,1.5,1371.0,2550,1927.0,9.0,No,0,No,No,No,0,No,0,No,,,618000,458420,137526,320894,288,2015-08-21,395000,Yes,80382.0,2015-08-21,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1174.0,5655,1938.0,1.0,No,0,No,No,No,0,No,0,No,,,915552,915552,275706,639846,0,2023-09-25,0,No,0.0,2023-09-25,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,7,0,2.0,1520.0,2599,1999.0,3.0,No,0,No,No,No,0,No,0,No,,,675000,263974,79192,184782,0,2021-05-06,0,No,0.0,2021-09-29,Transfer On Death Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,5,0,1.0,816.0,4000,1925.0,19.0,No,0,No,No,No,0,No,0,No,,,525000,525000,157500,367500,558,2005-10-12,455000,Yes,0.0,2005-10-12,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,968.0,2686,1922.0,2.0,No,0,No,No,No,0,No,0,No,,,547000,547000,164100,382900,584,2022-10-17,565000,Yes,0.0,2022-10-17,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,1.0,1514.0,5288,1945.0,7.0,No,0,No,No,No,0,No,0,No,,,661000,518707,155612,363095,26,2018-01-19,40000,Yes,0.0,2018-01-19,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,936.0,3150,1922.0,18.0,No,0,No,No,No,0,No,0,No,,,538000,423103,126931,296172,0,2007-01-25,0,No,298000.0,2007-01-25,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.5,1047.0,4788,1918.0,6.0,No,0,No,No,No,0,No,0,No,,,685000,661645,198493,463152,578,2019-01-18,605000,Yes,212500.0,2019-01-18,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,1006.0,4200,1929.0,,No,0,No,No,No,0,No,0,No,,,468000,125547,53048,72499,0,1990-06-05,0,No,,1990-06-05,Grant Deed,2025-07-16 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,2.0,1971.0,4800,1924.0,12.0,No,0,No,No,No,0,No,0,No,,,602000,155059,83765,71294,0,2012-10-09,0,No,0.0,2012-10-09,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1394.0,4180,1915.0,9.0,No,0,No,No,No,0,No,0,No,,,1050000,722193,216658,505535,0,2015-08-05,0,No,0.0,2015-08-05,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,8,0,1.0,1287.0,4914,1907.0,15.0,No,0,No,No,No,0,No,0,No,,,1108000,649739,195591,454148,0,2009-09-04,0,No,0.0,2009-09-04,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,8,0,1.0,1922.0,12785,1937.0,7.0,No,0,No,No,No,0,No,0,No,,,1350000,1205702,361710,843992,0,2017-08-02,0,No,900000.0,2017-08-02,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,,,0,0,,1663.0,6250,1908.0,25.0,No,0,No,No,No,0,No,0,No,,,819000,147661,44298,103363,59,1999-12-23,98000,Yes,,1999-12-23,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,7,0,1.5,1116.0,2450,1929.0,3.0,No,0,No,No,No,0,No,0,No,,,678340,678340,203502,474838,584,2021-11-24,652000,Yes,0.0,2021-11-24,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,958.0,3708,1924.0,9.0,No,0,No,No,No,0,No,0,No,,,822089,822089,221340,600749,0,2016-07-21,0,No,0.0,2016-07-21,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,9,0,1.0,1250.0,4080,1915.0,4.0,No,0,No,No,No,0,No,0,No,,,838000,518430,155529,362901,0,2020-10-07,0,No,440000.0,2020-10-07,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,8,0,1.0,1157.0,5330,1935.0,20.0,No,0,No,No,No,0,No,0,No,,,546000,48073,18508,29565,0,2004-09-29,0,No,,2004-09-29,Affidavit Of Death,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,4.0,3.0,8,0,1.0,1597.0,5350,1923.0,16.0,No,0,No,No,No,0,No,0,No,,,702000,395490,117405,278085,194,2008-11-25,310000,Yes,425907.0,2008-11-25,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,2.0,5,0,1.5,1374.0,3838,1927.0,2.0,No,0,No,No,No,0,No,0,No,,,816000,816000,244800,571200,582,2023-05-04,800000,Yes,740000.0,2023-05-04,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.5,1339.0,4400,1927.0,4.0,No,0,No,No,No,0,No,0,No,,,795900,795900,238770,557130,0,2020-09-29,0,No,0.0,2020-09-29,Quit Claim Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,7,0,1.0,1430.0,4120,1922.0,3.0,No,0,No,No,No,0,No,0,No,,,749087,749087,224726,524361,503,2022-04-15,720000,Yes,0.0,2022-04-15,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,768.0,5320,1925.0,1.0,No,0,No,No,No,0,No,0,No,,,500000,500000,150000,350000,0,2023-08-24,0,No,400000.0,2023-08-24,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1035.0,4000,1941.0,12.0,No,0,No,No,No,0,No,0,No,,,497000,217302,65190,152112,174,2012-10-26,180000,Yes,40000.0,2012-10-26,Grant Deed,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.5,940.0,4280,1925.0,1.0,No,0,No,No,No,0,No,0,No,,,483000,111650,26270,85380,0,2023-08-08,0,No,0.0,2023-08-08,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1026.0,4125,1943.0,7.0,No,0,No,No,No,0,No,0,No,,,526000,401580,120474,281106,288,2017-12-29,295000,Yes,0.0,2017-12-29,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,8,0,1.0,1935.0,7450,1951.0,12.0,No,0,No,No,No,0,No,0,No,,,931000,504021,151206,352815,216,2012-11-21,417500,Yes,475000.0,2012-11-21,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,7,0,1.0,2273.0,7000,1915.0,3.0,No,0,No,No,No,0,No,0,No,,,1510000,1431364,429409,1001955,0,2021-09-22,0,No,1258000.0,2021-09-22,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,1.5,1789.0,7740,1950.0,1.0,No,0,No,No,No,0,No,0,No,,,1286000,723107,243445,479662,0,2023-08-17,0,No,1500000.0,2023-08-17,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,6,0,1.0,924.0,3774,1923.0,27.0,No,0,No,No,No,0,No,0,No,,,328000,117401,35220,82181,81,1997-11-25,75000,Yes,,1997-11-25,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,5.0,2.0,12,0,2.0,3234.0,4970,1920.0,23.0,No,0,No,No,No,0,No,0,No,,,585786,585786,90867,494919,66,2002-07-12,214000,Yes,98000.0,2002-07-12,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,2.0,8,0,2.0,1718.0,3333,1920.0,18.0,No,0,No,No,No,0,No,0,No,,,730000,121870,104502,17368,0,2006-09-12,0,No,0.0,2006-09-12,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1196.0,3900,1918.0,17.0,No,0,No,No,No,0,No,0,No,,,1332000,965115,286637,678478,620,2008-04-24,742000,Yes,39500.0,2008-04-24,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,870.0,6750,1922.0,15.0,No,0,No,No,No,0,No,0,No,,,546000,200973,133025,67948,0,2009-11-25,0,No,,2009-11-25,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1202.0,4410,1941.0,,No,0,No,No,No,0,No,0,No,,,513000,215834,64837,150997,0,1992-04-29,0,Yes,52500.0,1992-04-29,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,6,0,1.0,1663.0,5000,1937.0,16.0,No,0,No,No,No,0,No,0,No,,,639000,227777,68333,159444,108,2009-07-23,180000,Yes,100000.0,2009-07-23,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,2.0,1604.0,4368,1922.0,10.0,No,0,No,No,No,0,No,0,No,,,1001000,705004,211501,493503,0,2014-11-12,0,No,0.0,2014-11-12,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,5,0,2.0,1508.0,3795,2002.0,8.0,No,0,No,No,No,0,No,0,No,,,518000,288670,86601,202069,65,2016-12-02,98000,No,245000.0,2016-12-02,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,3.0,3.0,9,0,2.0,3145.0,6864,1930.0,4.0,No,0,No,No,No,0,No,0,No,,,3590000,2631782,789534,1842248,0,2020-08-20,0,No,0.0,2020-08-20,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,7,0,1.0,3050.0,10700,1962.0,1.0,No,0,No,No,No,0,No,0,No,,,1093000,536754,160940,375814,0,2023-09-07,0,No,436000.0,2023-09-07,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.5,768.0,2000,1925.0,3.0,No,0,No,No,No,0,No,0,No,,,785501,785501,235650,549851,983,2022-03-31,755000,Yes,650000.0,2022-03-31,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,1.0,1412.0,5360,1941.0,4.0,No,0,No,No,No,0,No,0,No,,,611000,232670,90182,142488,0,2021-07-06,0,No,0.0,2021-07-06,Affidavit Of Death,2025-07-16 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,2.0,2.0,5,0,2.0,1665.0,5000,1947.0,11.0,No,0,No,No,No,0,No,0,No,,,643000,480725,144217,336508,245,2014-07-08,408000,Yes,233000.0,2014-07-08,Grant Deed,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,2.0,1096.0,3750,1908.0,22.0,No,0,No,No,No,0,No,0,No,,,546000,31188,12475,18713,0,2003-04-28,0,No,,2003-04-28,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,4.0,1.0,8,0,1.5,1194.0,4068,1931.0,18.0,No,0,No,No,No,0,No,0,No,,,603000,172246,112910,59336,0,2006-10-19,0,No,,2006-10-19,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1104.0,6400,1923.0,3.0,No,0,No,No,No,0,No,0,No,,,1274490,1274490,382347,892143,1110,2021-11-24,1225000,Yes,0.0,2021-11-24,Grant Deed,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,3.0,2.0,5,0,1.0,1020.0,2875,1917.0,3.0,No,0,No,No,No,0,No,0,No,,,541007,541007,162302,378705,510,2022-01-06,520000,No,520000.0,2022-01-06,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,4.0,2.0,9,0,1.0,2269.0,14440,1933.0,15.0,No,0,No,No,No,0,No,0,No,,,1030000,404937,121481,283456,141,2010-06-01,320000,Yes,230000.0,2010-06-01,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,951.0,3840,1910.0,16.0,No,0,No,No,No,0,No,0,No,,,675000,353480,106044,247436,294,2008-10-03,280000,Yes,0.0,2008-10-03,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1104.0,3649,1923.0,19.0,No,0,No,No,No,0,No,0,No,,,465000,150329,28947,121382,0,2006-03-17,0,No,,2006-03-17,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1258.0,3990,1924.0,13.0,No,0,No,No,No,0,No,0,No,,,577000,146477,97303,49174,0,2011-12-01,0,No,,2011-12-01,Quit Claim Deed,2025-07-16 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,2.0,2.0,6,0,1.0,1512.0,6885,1937.0,20.0,No,0,No,No,No,0,No,0,No,,,1244000,990683,297205,693478,479,2004-12-08,725000,Yes,558500.0,2004-12-08,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,920.0,5985,1914.0,14.0,No,0,No,No,No,0,No,0,No,,,421000,156998,47099,109899,0,2011-03-21,0,No,0.0,2011-03-21,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1142.0,4988,1950.0,18.0,No,0,No,No,No,0,No,0,No,,,525367,525367,157610,367757,350,2007-05-09,400000,No,400000.0,2007-05-09,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,2.0,1251.0,2340,1992.0,,No,0,No,No,No,0,No,0,No,,,634000,154662,28893,125769,0,1992-07-07,0,Yes,,1992-07-07,Grant Deed,2025-07-25 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,1.0,1.0,3,0,1.0,614.0,2500,1925.0,9.0,No,0,No,No,No,0,No,0,No,,,352000,237914,71374,166540,334,2016-05-06,205000,Yes,0.0,2016-05-06,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,959.0,5624,1922.0,3.0,No,0,No,No,No,0,No,0,No,,,1403000,1403000,420900,982100,1481,2022-02-18,1420000,Yes,710000.0,2022-02-18,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,717.0,2500,1910.0,10.0,No,0,No,No,No,0,No,0,No,,,496000,414743,124423,290320,0,2015-01-16,0,No,352000.0,2015-01-16,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1044.0,3810,1908.0,19.0,No,0,No,No,No,0,No,0,No,,,709000,575278,172583,402695,0,2006-04-25,0,No,421000.0,2006-04-25,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,708.0,4290,1918.0,21.0,No,0,No,No,No,0,No,0,No,,,354000,271798,81539,190259,275,2004-02-13,195000,Yes,,2004-02-13,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,5,0,1.0,760.0,4343,1922.0,4.0,No,0,No,No,No,0,No,0,No,,,485000,368943,110683,258260,0,2020-12-04,0,No,384000.0,2020-12-04,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,809.0,4056,1943.0,22.0,No,0,No,No,No,0,No,0,No,,,460000,312357,93707,218650,272,2003-03-25,220000,No,220000.0,2003-03-25,Affidavit Of Death,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,8,0,1.5,1508.0,3600,1926.0,5.0,No,0,No,No,No,0,No,0,No,,,621000,62976,34853,28123,149,2019-09-24,225000,Yes,0.0,2019-09-24,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1028.0,3146,1896.0,19.0,No,0,No,No,No,0,No,0,No,,,568000,88096,26346,61750,0,2005-12-01,0,No,54000.0,2005-12-01,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,7,0,2.0,2626.0,7584,1994.0,0.0,No,0,No,No,No,0,No,0,No,,,2433000,1539211,461763,1077448,935,2025-04-15,2455000,Yes,0.0,2025-04-15,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,3.0,6,0,1.0,1603.0,3335,1910.0,4.0,No,0,No,No,No,0,No,0,No,,,1015000,187562,100585,86977,0,2021-04-14,0,No,0.0,2021-04-14,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,890.0,4185,1939.0,3.0,No,0,No,No,No,0,No,0,No,,,449000,406829,122486,284343,0,2021-11-04,0,No,300000.0,2021-11-04,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,6,0,1.0,972.0,2500,1927.0,2.0,No,0,No,No,No,0,No,0,No,,,501000,54020,20286,33734,0,2023-03-17,0,No,0.0,2023-03-17,Affidavit Of Death,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,8,0,1.0,1847.0,12000,1951.0,16.0,Yes,0,No,No,No,0,No,0,No,,,1033000,574404,172321,402083,246,2009-06-01,455000,Yes,0.0,2009-06-01,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,2.0,7,0,1.5,1821.0,4700,1925.0,5.0,No,0,No,No,No,0,No,0,No,,,968000,562595,151458,411137,0,2020-05-28,0,No,410000.0,2020-05-28,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,6,0,1.0,1939.0,6480,1957.0,1.0,No,0,No,No,No,0,No,0,No,,,936000,599653,179896,419757,0,2024-04-26,0,No,475000.0,2024-04-26,Grant Deed,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,8,0,2.0,2296.0,3225,1906.0,4.0,No,0,No,No,No,0,No,0,No,,,1078074,1078074,323365,754709,0,2021-04-07,0,No,947500.0,2021-04-07,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,819.0,3500,1910.0,7.0,No,0,No,No,No,0,No,0,No,,,336000,267720,267720,0,293,2018-02-28,240000,Yes,180000.0,2018-02-28,Grant Deed,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,1350.0,6250,1924.0,15.0,No,0,No,No,No,0,No,0,No,,,452000,117684,35305,82379,69,2009-08-07,93000,Yes,82440.0,2009-08-07,Grant Deed,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,1.0,1497.0,24931,1954.0,26.0,No,0,No,No,No,0,No,0,No,,,644000,75957,25960,49997,0,1999-02-19,0,No,,1999-02-19,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,874.0,3025,1956.0,16.0,No,0,No,No,No,0,No,0,No,,,579000,167902,50370,117532,152,2009-02-25,133000,Yes,0.0,2009-02-25,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1269.0,4104,1910.0,,No,0,No,No,No,0,No,0,No,,,577000,48554,25960,22594,0,1974-03-21,0,No,,1974-03-21,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,1.0,1.0,4,0,1.0,971.0,2958,1925.0,13.0,No,0,No,No,No,0,No,0,No,,,492000,97495,54638,42857,0,2012-07-05,0,No,0.0,2012-07-05,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1330.0,5624,1896.0,2.0,No,0,No,No,No,0,No,0,No,,,634000,631000,189300,441700,0,2023-07-21,0,No,639000.0,2023-07-21,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1029.0,5000,1924.0,9.0,No,0,No,No,No,0,No,0,No,,,532000,359773,107932,251841,301,2015-08-28,310000,Yes,100000.0,2015-08-28,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
